RUN_ID,BioProject,NCBI_SRA,NCBI_assembly_accession,Bakta_Annotation,PRAM_strain_ID,Alternative_ID,Assembly_contigs_num,Assembly_length_bp,Assembly_N50,Assembly_QC_pass,original_collection,year_of_isolation,date_of_isolation,latitude_of_isolation,longitude_of_isolation,elevation,global_region_of_isolation,country_of_isolation,area_or_nearest_village,agroecological_zone,preceding_crop_common_name,material_of_isolation,tissue_of_isolation,Clade_of_isolation,order_of_isolation,host_genus_of_isolation,host_spp_of_isolation,host_spp_or_variety_of_isolation,host_common_name,plotting_categories,host_phenotype_of_isolation,notes,assigned_phylotype,phylotype_reassigned_by_tree,assigned_sequevar,discrepancies_to_prior_phylotype
RUN1063,PRJNA1196686,SRR31675626,,Available in Zenodo,05-011(4),,281,5713078,202595,no,Wicker_et_al_2012,2005,2005-03-18 00:00:00,,,,Caribbean,Martinique,Ducos,,,water_lake_baited_Solanum,stem,Environmental,Environmental,Water,water_lake_baited_Solanum,Roma,Tomato,Environmental: Water,,Lake water passaged through tomato,IIB,-,4NPB,unknown
RUN1064,PRJNA1196686,SRR31675625,,Available in Zenodo,05-011(5),,68,5551003,202595,yes,Wicker_et_al_2012,2005,2005-03-18 00:00:00,,,,Caribbean,Martinique,Ducos,,,water_lake_baited_Solanum,stem,Environmental,Environmental,Water,water_lake_baited_Solanum,Roma,Tomato,Environmental: Water,,Lake water passaged through tomato,IIB,IIB,4NPB,match
RUN1065,PRJNA1196686,SRR31675624,,Available in Zenodo,07-043 C13,,117,5668289,129443,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN1066,PRJNA1196686,SRR31675623,,Available in Zenodo,05-011(3),,10997,27968725,41546,no,Wicker_et_al_2012,2005,2005-03-18 00:00:00,,,,Caribbean,Martinique,Ducos,,,water_lake_baited_Solanum,stem,Environmental,Environmental,Water,water_lake_baited_Solanum,Roma,Tomato,Environmental: Water,,Lake water passaged through tomato,IIB,-,4NPB,unknown
RUN1067,PRJNA1196686,SRR31675622,,Available in Zenodo,07-013(2),,8305,44493519,28223,no,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Capsicum,Capsicum annuum,bell,Bell pepper,Other Solanaceae,symptomatic,,IIB,-,4NPB,unknown
RUN1068,PRJNA1196686,SRR31675621,,Available in Zenodo,03-217,,135,5800206,124404,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Physalis,Physalis angulata,,Physalis,Other Solanaceae,asymptomatic,,I,I,18,match
RUN1069,PRJNA1196686,SRR31675620,,Available in Zenodo,02-195(3),,58,5551158,298568,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1070,PRJNA1196686,SRR31675619,,Available in Zenodo,02-268,,60,5549578,282715,yes,Wicker_et_al_2012,2002,2002-12-12 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1072,PRJNA1196686,SRR31675762,,Available in Zenodo,04-005,,61,5550860,282928,yes,Wicker_et_al_2012,2004,,,,,Caribbean,Martinique,Le Francois,,,plant,stem_base,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,Cucumber,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1075,PRJNA1196686,SRR31675760,,Available in Zenodo,07-014(11),,58,5552572,355435,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1076,PRJNA1196686,SRR31675759,,Available in Zenodo,07-013(3),,239,14985990,203582,no,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Capsicum,Capsicum annuum,bell,Bell pepper,Other Solanaceae,symptomatic,,IIB,-,4NPB,unknown
RUN1078,PRJNA1196686,SRR31675758,,Available in Zenodo,07-014(5),,5990,25404844,17183,no,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,-,4NPB,unknown
RUN1079,PRJNA1196686,SRR31675757,,Available in Zenodo,05-109,,266,14972555,177172,no,Wicker_et_al_2012,2005,2005-07-26 00:00:00,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,pot,IIB,-,4NPB,unknown
RUN1080,PRJNA1196686,SRR31675756,,Available in Zenodo,02-270,,126,5725186,129450,yes,Wicker_et_al_2012,2002,2002-12-12 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem,Eudicot,Solanales,Capsicum,Capsicum sp.,chili Caribbean,Chili pepper caribbean,Other Solanaceae,symptomatic,,,I,,unknown
RUN1081,PRJNA1196686,SRR31675755,,Available in Zenodo,07-012(1),,68,5552856,283817,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1082,PRJNA1196686,SRR31675754,,Available in Zenodo,07-014(1),,62,5550943,282919,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1083,PRJNA1196686,SRR31675753,,Available in Zenodo,06-002 Btige,06-002B Haut tige,65,5550648,282919,yes,Wicker_et_al_2012,2006,2006-01-10 00:00:00,,,,Caribbean,Martinique,Macouba,,,plant,stem_upper,Monocot,Zingiberales,Heliconia,Heliconia caribea,,Heliconia,Other Zingiberales,symptomatic,,IIA,IIB,4NPB,discrepancy
RUN1084,PRJNA1196686,SRR31675752,,Available in Zenodo,03-221,,3014,23951808,53835,no,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Solanum,Solanum torvum,,,Other Solanaceae,asymptomatic,,I,-,18,unknown
RUN1085,PRJNA1196686,SRR31675751,,Available in Zenodo,DT4-D2-24H,L2005MA530012/5,2293,12051763,228606,no,Wicker_et_al_2012,2005,,,,,Caribbean,Martinique,Gros Morne,,,water_river,,Environmental,Environmental,Water,water_river,,,Environmental: Water,,Water (lezarde river),IIB,-,4NPB,unknown
RUN1088,PRJNA1196686,SRR31675749,,Available in Zenodo,03-230,L2003MA5 00-449/40/1,258,14982469,224185,no,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,leaf,Monocot,Zingiberales,Musa,Musa acuminata x balbisiana AAA,VP Cavendish,Banana,Musa,atypical_symptoms,,IIB,-,4NPB,unknown
RUN1089,PRJNA1196686,SRR31675748,,Available in Zenodo,02-005(1),C1,5998,35300795,36947,no,Wicker_et_al_2012,2002,2002-09-10 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,stem_exudate,Monocot,Alismatales,Anthurium,Anthurium andreanum,Hybrid,Anthurium,Araceae,symptomatic,,IIB,-,4NPB,unknown
RUN1090,PRJNA1196686,SRR31675747,,Available in Zenodo,03-080,,3400,33673210,36104,no,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Macouba,,,plant,,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,asymptomatic,,I,-,18,unknown
RUN1091,PRJNA1196686,SRR31675746,,Available in Zenodo,02-041,,136,5761033,113600,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,,,,Caribbean,Martinique,Marigot,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum sp.,chili Bonda Man Jacques,Chili pepper BMJ,Other Solanaceae,symptomatic,,I,I,,match
RUN1092,PRJNA1196686,SRR31675745,,Available in Zenodo,02-051,,138,5813743,136664,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,"14,664711","-61,015307",96,Caribbean,Martinique,Morne Des Esses,,,plant,stem,Eudicot,Solanales,Solanum,Solanum melongena,Kalenda,Aubergine,Other Solanaceae,symptomatic,,I,I,,match
RUN1093,PRJNA1196686,SRR31675744,,Available in Zenodo,03-224,,135,5704206,110714,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Capsicum,Capsicum sp.,chili,Chili pepper,Other Solanaceae,symptomatic,,I,I,,match
RUN1094,PRJNA1196686,SRR31675743,,Available in Zenodo,DT4-D2-4H,,64,5550421,317571,yes,Wicker_et_al_2012,2005,,,,,Caribbean,Martinique,Gros Morne,,,water_river,,Environmental,Environmental,Water,water_river,,,Environmental: Water,,Water (lezarde river),IIB,IIB,4NPB,match
RUN1095,PRJNA1196686,SRR31675742,,Available in Zenodo,SPV94-0431,PV7,86,5756563,226315,yes,Wicker_et_al_2012,1994,1994-01-01 00:00:00,,,,Caribbean,Martinique,Sainte Marie,,,plant,stem,Eudicot,Solanales,Capsicum,Capsicum annuum,bell,Bell pepper,Other Solanaceae,symptomatic,,IIA,IIA,,match
RUN1096,PRJNA1196686,SRR31675741,,Available in Zenodo,SPV02-60196,PV1,62,5548438,236610,yes,Wicker_et_al_2012,2002,2002-02-01 00:00:00,,,,Caribbean,Martinique,Le Francois,,,plant,stem_base,Eudicot,Cucurbitales,Cucumis,Cucumis melo,,Cantaloupe,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1097,PRJNA1196686,SRR31675740,,Available in Zenodo,SPV-02-30124,PV4,185,5450619,63899,no,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Vauclin,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIA,-,,unknown
RUN1098,PRJNA1196686,SRR31675522,,Available in Zenodo,SPV02-60020,PV11,65,5548222,261272,yes,Wicker_et_al_2012,2002,2002-02-01 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN1099,PRJNA1196686,SRR31675521,,Available in Zenodo,02-196(1),C92,63,5550713,236610,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1100,PRJNA1196686,SRR31675520,,Available in Zenodo,SPV93-0184,PV5,57,5468717,242513,yes,Wicker_et_al_2012,1993,1993-01-01 00:00:00,,,,Caribbean,Martinique,Sainte Marie,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1101,PRJNA1196686,SRR31675519,,Available in Zenodo,02-040,,130,5702539,129447,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,,,,Caribbean,Martinique,Marigot,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum sp.,chili Bonda Man Jacques,Chili pepper BMJ,Other Solanaceae,symptomatic,,I,I,,match
RUN1102,PRJNA1196686,SRR31675518,,Available in Zenodo,02-043,,133,5780218,137643,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,,,,Caribbean,Martinique,Marigot,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum sp.,chili Bonda Man Jacques,Chili pepper BMJ,Other Solanaceae,symptomatic,,I,I,,match
RUN1103,PRJNA1196686,SRR31675517,,Available in Zenodo,03-086(2),,139,5765003,129442,yes,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,I,18,discrepancy
RUN1104,PRJNA1196686,SRR31675516,,Available in Zenodo,02-026,,61,5550690,236610,yes,Wicker_et_al_2012,2002,2002-10-02 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,leaf,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN1105,PRJNA1196686,SRR31675515,,Available in Zenodo,03-230,L2003MA5 00-449/40/1,60,5552923,306241,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,leaf,Monocot,Zingiberales,Musa,Musa acuminata x balbisiana AAA,VP Cavendish,Banana,Musa,atypical_symptoms,,IIB,IIB,4NPB,match
RUN1106,PRJNA1196686,SRR31675514,,Available in Zenodo,02-037,,144,5828866,103076,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,,,,Caribbean,Martinique,Marigot,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum sp.,sweet chili,Sweet chili pepper,Other Solanaceae,symptomatic,,I,I,,match
RUN1112,PRJNA1196686,SRR31675513,,Available in Zenodo,RS29,,74,5624780,281771,yes,Wicker_et_al_2012,1997,,,,,Caribbean,Martinique,Le Lamentin,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1121,PRJNA1196686,SRR31675511,,Available in Zenodo,05-019(2),,65,5547211,202595,yes,Wicker_et_al_2012,2005,2005-03-18 00:00:00,,,,Caribbean,Martinique,Ducos,,,water_lake_baited_Solanum,stem,Environmental,Environmental,Water,water_lake_baited_Solanum,Roma,Tomato,Environmental: Water,,Lake water passaged through tomato,IIB,IIB,4NPB,match
RUN1124,PRJNA1196686,SRR31675510,,Available in Zenodo,03-006,JY205,2836,17844643,153587,no,Wicker_et_al_2012,2003,2002-04-18 00:00:00,,,,Caribbean,Martinique,Saint Esprit,,,plant,stem,Eudicot,Cucurbitales,Cucurbita,Cucurbita moschata,Phoenix,Pumpkin,Cucurbits,symptomatic,,IIB,-,4NPB,unknown
RUN1125,PRJNA1196686,SRR31675509,,Available in Zenodo,03-226,,164,5300211,87252,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Precheur,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1126,PRJNA1196686,SRR31675508,,Available in Zenodo,03-229,,142,5721322,129444,yes,Wicker_et_al_2012,2003,2003-11-14 00:00:00,,,,Caribbean,Martinique,Sainte Anne,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,I,I,18,match
RUN1127,PRJNA1196686,SRR31675507,,Available in Zenodo,SPV01-60363,03-005; JY204,57,5550723,282805,yes,Wicker_et_al_2012,2001,,,,,Caribbean,Martinique,,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1128,PRJNA1196686,SRR31675506,,Available in Zenodo,07-019(5),,159,5256848,89230,yes,Wicker_et_al_2012,2007,2007-06-08 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Inro,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1129,PRJNA1196686,SRR31675505,,Available in Zenodo,07-022(6),,162,5267304,89382,yes,Wicker_et_al_2012,2007,2007-06-26 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,L22,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1130,PRJNA1196686,SRR31675504,,Available in Zenodo,07-021,,60,5550982,306068,yes,Wicker_et_al_2012,2007,,,,,Caribbean,Martinique,Vauclin,,,plant,stem_base,Eudicot,Cucurbitales,Cucumis,Cucumis melo,,Cantaloupe,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1131,PRJNA1196686,SRR31675503,,Available in Zenodo,SPV01-60020,03-002,72,5545835,224502,no,Wicker_et_al_2012,2001,,,,,Caribbean,Martinique,Gros Morne,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,-,4NPB,unknown
RUN1132,PRJNA1196686,SRR31675502,,Available in Zenodo,07-008(2),,56,5549449,336707,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucurbita,Cucurbita pepo,,Courgette,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1133,PRJNA1196686,SRR31675500,,Available in Zenodo,07-008(3),,60,5548135,271637,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucurbita,Cucurbita pepo,,Courgette,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1134,PRJNA1196686,SRR31675499,,Available in Zenodo,07-008(4),,62,5550697,236610,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucurbita,Cucurbita pepo,,Courgette,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1135,PRJNA1196686,SRR31675402,,Available in Zenodo,07-018(1),,155,5713633,100070,yes,Wicker_et_al_2012,2007,2007-06-06 00:00:00,,,,Caribbean,Martinique,Le Francois,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,L22,Tomato,Tomato,symptomatic,,I,I,18,match
RUN1136,PRJNA1196686,SRR31675401,,Available in Zenodo,07-011(1),,61,5551318,283006,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,Cucumber,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1137,PRJNA1196686,SRR31675400,,Available in Zenodo,07-011(3),,58,5551591,282919,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,Cucumber,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1138,PRJNA1196686,SRR31675399,,Available in Zenodo,07-008(1),,66,5551057,261272,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Cucurbitales,Cucurbita,Cucurbita pepo,,Courgette,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1139,PRJNA1196686,SRR31675398,,Available in Zenodo,07-017(4),,62,5552703,282919,yes,Wicker_et_al_2012,2007,2007-06-06 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Inro,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1140,PRJNA1196686,SRR31675397,,Available in Zenodo,07-012(6),,65,5551860,236610,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1141,PRJNA1196686,SRR31675396,,Available in Zenodo,07-012(9),,64,5551620,236610,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1142,PRJNA1196686,SRR31675395,,Available in Zenodo,07-012(10),,60,5670419,282919,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1143,PRJNA1196686,SRR31675393,,Available in Zenodo,02-047,,140,5960341,103077,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,"14,664711","-61,015307",96,Caribbean,Martinique,Morne Des Esses,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum melongena,Kalenda,Aubergine,Other Solanaceae,symptomatic,,I,I,,match
RUN1144,PRJNA1196686,SRR31675392,,Available in Zenodo,02-165,,128,5617254,115493,yes,Wicker_et_al_2012,2002,2002-11-08 00:00:00,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum sp.,chili Bonda Man Jacques,Chili pepper BMJ,Other Solanaceae,symptomatic,,I,I,,match
RUN1145,PRJNA1196686,SRR31675391,,Available in Zenodo,03-007,JY206,61,5552035,261272,yes,Wicker_et_al_2012,2003,2002-04-19 00:00:00,,,,Caribbean,Martinique,Saint Esprit,,,plant,stem,Eudicot,Cucurbitales,Cucurbita,Cucurbita moschata,Phoenix,Pumpkin,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN1146,PRJNA1196686,SRR31675390,,Available in Zenodo,07-012(8),,67,5549251,255573,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1147,PRJNA1196686,SRR31675389,,Available in Zenodo,02-044,,139,5756024,138785,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,"14,664711","-61,015307",96,Caribbean,Martinique,Morne Des Esses,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum melongena,Kalenda,Aubergine,Other Solanaceae,symptomatic,,I,I,,match
RUN1148,PRJNA1196686,SRR31675388,,Available in Zenodo,02-024-feuille,,62,5551475,261266,yes,Wicker_et_al_2012,2002,2002-10-02 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,leaf_lamina,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,"one of multiple isolates from same host individual: RUN0716, RUN1148, RUN1151, RUN1227",IIB,IIB,4NPB,match
RUN1149,PRJNA1196686,SRR31675387,,Available in Zenodo,03-074(2),,140,5572374,129623,yes,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Macouba,,,plant,stem,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,asymptomatic,,I,I,,match
RUN1150,PRJNA1196686,SRR31675386,,Available in Zenodo,03-008,SPV02-60152; JY208,814,7964062,140729,no,Wicker_et_al_2012,2002,2005-06-24 00:00:00,,,,Caribbean,Martinique,Saint Esprit,,,plant,stem,Eudicot,Cucurbitales,Cucurbita,Cucurbita moschata,Phoenix,Pumpkin,Cucurbits,symptomatic,,IIB,-,4NPB,unknown
RUN1151,PRJNA1196686,SRR31675385,,Available in Zenodo,02-024-B tige,,59,5550921,282919,yes,Wicker_et_al_2012,2002,2002-10-02 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,leaf_petiole_base,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,"one of multiple isolates from same host individual: RUN0716, RUN1148, RUN1151, RUN1227",IIB,IIB,4NPB,match
RUN1152,PRJNA1196686,SRR31675384,,Available in Zenodo,03-025(2),,69,5708805,284401,yes,Wicker_et_al_2012,2003,2003-01-18 00:00:00,"14,706239","-61,139192999999999","306,5",Caribbean,Martinique,Morne Vert,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,39,match
RUN1153,PRJNA1196686,SRR31675382,,Available in Zenodo,03-216,,141,5797610,110714,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,I,I,,match
RUN1154,PRJNA1196686,SRR31675381,,Available in Zenodo,SPV01-60038,03-004; JY203,120,5683247,137336,yes,Wicker_et_al_2012,2001,,,,,Caribbean,Martinique,Sainte Luce,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,I,I,18,match
RUN1155,PRJNA1196686,SRR31675380,,Available in Zenodo,03-025(1),,70,5704904,269728,yes,Wicker_et_al_2012,2003,2003-01-18 00:00:00,"14,706239","-61,139192999999999","306,5",Caribbean,Martinique,Morne Vert,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,,match
RUN1156,PRJNA1196686,SRR31675379,,Available in Zenodo,03-225,,92,5540646,139958,no,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,-,4NPB,unknown
RUN1157,PRJNA1196686,SRR31675618,,Available in Zenodo,03-093,,170,5340383,66026,no,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,root,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIA,-,,unknown
RUN1158,PRJNA1196686,SRR31675617,,Available in Zenodo,03-094(1),,151,5681463,100070,yes,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,I,I,18,match
RUN1159,PRJNA1196686,SRR31675616,,Available in Zenodo,03-222,,145,5696852,92537,yes,Wicker_et_al_2012,2003,,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Capsicum,Capsicum sp.,chili,Chili pepper,Other Solanaceae,symptomatic,,I,I,,match
RUN1160,PRJNA1196686,SRR31675615,,Available in Zenodo,03-081T,,61,5550640,271637,yes,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN1161,PRJNA1196686,SRR31675614,,Available in Zenodo,03-091(1),,147,5683384,105878,yes,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,I,I,18,match
RUN1162,PRJNA1196686,SRR31675613,,Available in Zenodo,03-092(2),,65,5502478,312032,yes,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,stem_base,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIA,IIA,,match
